Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,*,*,ALL,*,QUAL,*,0.038979,0.673684,0.301471,0.073694,64,10,40298468,30776243.000000,0.000000,6542,.,.,3884.000000,2239.000000,,1.73470299241,255,.,.,95.000000,159.000000,,0.59748427673,6287,.,.,3789.000000,2080.000000,,1.82163461538,544,.,.,180.000000,364.000000,,0.494505494505,256,.,.,97.000000,159.000000,,0.610062893082,124,.,.,29.000000,95.000000,,0.305263157895,164,.,.,54.000000,110.000000,,0.490909090909
INDEL,*,*,PASS,*,QUAL,*,0.038979,0.673684,0.301471,0.073694,64,10,40298468,30776243.000000,0.000000,6542,.,.,3884.000000,2239.000000,,1.73470299241,255,.,.,95.000000,159.000000,,0.59748427673,6287,.,.,3789.000000,2080.000000,,1.82163461538,544,.,.,180.000000,364.000000,,0.494505494505,256,.,.,97.000000,159.000000,,0.610062893082,124,.,.,29.000000,95.000000,,0.305263157895,164,.,.,54.000000,110.000000,,0.490909090909
INDEL,*,TS_contained,ALL,*,QUAL,*,0.038979,0.673684,0.0,0.073694,64,10,30776243.000000,30776243.000000,0.000000,6542,.,.,3884.000000,2239.000000,,1.73470299241,255,.,.,95.000000,159.000000,,0.59748427673,6287,.,.,3789.000000,2080.000000,,1.82163461538,380,.,.,126.000000,254.000000,,0.496062992126,256,.,.,97.000000,159.000000,,0.610062893082,124,.,.,29.000000,95.000000,,0.305263157895,0,.,.,0.000000,0.000000,,
INDEL,*,TS_contained,PASS,*,QUAL,*,0.038979,0.673684,0.0,0.073694,64,10,30776243.000000,30776243.000000,0.000000,6542,.,.,3884.000000,2239.000000,,1.73470299241,255,.,.,95.000000,159.000000,,0.59748427673,6287,.,.,3789.000000,2080.000000,,1.82163461538,380,.,.,126.000000,254.000000,,0.496062992126,256,.,.,97.000000,159.000000,,0.610062893082,124,.,.,29.000000,95.000000,,0.305263157895,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,40298468,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,40298468,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,TS_contained,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,30776243.000000,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,TS_contained,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,30776243.000000,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,40298468,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,40298468,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,TS_contained,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,30776243.000000,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,TS_contained,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,30776243.000000,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,40298468,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,40298468,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,TS_contained,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,30776243.000000,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,TS_contained,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,30776243.000000,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,D16_PLUS,*,ALL,*,QUAL,*,0.020833,1.0,0.857143,0.040816,0,0,40298468,30776243.000000,0.000000,96,.,.,60.000000,30.000000,,2.0,2,.,.,1.000000,1.000000,,1.0,94,.,.,59.000000,29.000000,,2.03448275862,14,.,.,6.000000,8.000000,,0.75,2,.,.,1.000000,1.000000,,1.0,0,.,.,0.000000,0.000000,,,12,.,.,5.000000,7.000000,,0.714285714286
INDEL,D16_PLUS,*,PASS,*,QUAL,*,0.020833,1.0,0.857143,0.040816,0,0,40298468,30776243.000000,0.000000,96,.,.,60.000000,30.000000,,2.0,2,.,.,1.000000,1.000000,,1.0,94,.,.,59.000000,29.000000,,2.03448275862,14,.,.,6.000000,8.000000,,0.75,2,.,.,1.000000,1.000000,,1.0,0,.,.,0.000000,0.000000,,,12,.,.,5.000000,7.000000,,0.714285714286
INDEL,D16_PLUS,TS_contained,ALL,*,QUAL,*,0.020833,1.0,0.0,0.040816,0,0,30776243.000000,30776243.000000,0.000000,96,.,.,60.000000,30.000000,,2.0,2,.,.,1.000000,1.000000,,1.0,94,.,.,59.000000,29.000000,,2.03448275862,2,.,.,1.000000,1.000000,,1.0,2,.,.,1.000000,1.000000,,1.0,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,D16_PLUS,TS_contained,PASS,*,QUAL,*,0.020833,1.0,0.0,0.040816,0,0,30776243.000000,30776243.000000,0.000000,96,.,.,60.000000,30.000000,,2.0,2,.,.,1.000000,1.000000,,1.0,94,.,.,59.000000,29.000000,,2.03448275862,2,.,.,1.000000,1.000000,,1.0,2,.,.,1.000000,1.000000,,1.0,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,D1_5,*,ALL,*,QUAL,*,0.033693,0.534759,0.288973,0.063391,35,8,40298468,30776243.000000,0.000000,2968,.,.,1812.000000,913.000000,,1.98466593647,100,.,.,42.000000,57.000000,,0.736842105263,2868,.,.,1770.000000,856.000000,,2.06775700935,263,.,.,90.000000,173.000000,,0.520231213873,100,.,.,43.000000,57.000000,,0.754385964912,87,.,.,25.000000,62.000000,,0.403225806452,76,.,.,22.000000,54.000000,,0.407407407407
INDEL,D1_5,*,PASS,*,QUAL,*,0.033693,0.534759,0.288973,0.063391,35,8,40298468,30776243.000000,0.000000,2968,.,.,1812.000000,913.000000,,1.98466593647,100,.,.,42.000000,57.000000,,0.736842105263,2868,.,.,1770.000000,856.000000,,2.06775700935,263,.,.,90.000000,173.000000,,0.520231213873,100,.,.,43.000000,57.000000,,0.754385964912,87,.,.,25.000000,62.000000,,0.403225806452,76,.,.,22.000000,54.000000,,0.407407407407
INDEL,D1_5,TS_contained,ALL,*,QUAL,*,0.033693,0.534759,0.0,0.063391,35,8,30776243.000000,30776243.000000,0.000000,2968,.,.,1812.000000,913.000000,,1.98466593647,100,.,.,42.000000,57.000000,,0.736842105263,2868,.,.,1770.000000,856.000000,,2.06775700935,187,.,.,68.000000,119.000000,,0.571428571429,100,.,.,43.000000,57.000000,,0.754385964912,87,.,.,25.000000,62.000000,,0.403225806452,0,.,.,0.000000,0.000000,,
INDEL,D1_5,TS_contained,PASS,*,QUAL,*,0.033693,0.534759,0.0,0.063391,35,8,30776243.000000,30776243.000000,0.000000,2968,.,.,1812.000000,913.000000,,1.98466593647,100,.,.,42.000000,57.000000,,0.736842105263,2868,.,.,1770.000000,856.000000,,2.06775700935,187,.,.,68.000000,119.000000,,0.571428571429,100,.,.,43.000000,57.000000,,0.754385964912,87,.,.,25.000000,62.000000,,0.403225806452,0,.,.,0.000000,0.000000,,
INDEL,D6_15,*,ALL,*,QUAL,*,0.022613,0.818182,0.541667,0.04401,2,0,40298468,30776243.000000,0.000000,398,.,.,225.000000,99.000000,,2.27272727273,9,.,.,4.000000,5.000000,,0.8,389,.,.,221.000000,94.000000,,2.35106382979,24,.,.,6.000000,18.000000,,0.333333333333,9,.,.,4.000000,5.000000,,0.8,2,.,.,0.000000,2.000000,,0.0,13,.,.,2.000000,11.000000,,0.181818181818
INDEL,D6_15,*,PASS,*,QUAL,*,0.022613,0.818182,0.541667,0.04401,2,0,40298468,30776243.000000,0.000000,398,.,.,225.000000,99.000000,,2.27272727273,9,.,.,4.000000,5.000000,,0.8,389,.,.,221.000000,94.000000,,2.35106382979,24,.,.,6.000000,18.000000,,0.333333333333,9,.,.,4.000000,5.000000,,0.8,2,.,.,0.000000,2.000000,,0.0,13,.,.,2.000000,11.000000,,0.181818181818
INDEL,D6_15,TS_contained,ALL,*,QUAL,*,0.022613,0.818182,0.0,0.04401,2,0,30776243.000000,30776243.000000,0.000000,398,.,.,225.000000,99.000000,,2.27272727273,9,.,.,4.000000,5.000000,,0.8,389,.,.,221.000000,94.000000,,2.35106382979,11,.,.,4.000000,7.000000,,0.571428571429,9,.,.,4.000000,5.000000,,0.8,2,.,.,0.000000,2.000000,,0.0,0,.,.,0.000000,0.000000,,
INDEL,D6_15,TS_contained,PASS,*,QUAL,*,0.022613,0.818182,0.0,0.04401,2,0,30776243.000000,30776243.000000,0.000000,398,.,.,225.000000,99.000000,,2.27272727273,9,.,.,4.000000,5.000000,,0.8,389,.,.,221.000000,94.000000,,2.35106382979,11,.,.,4.000000,7.000000,,0.571428571429,9,.,.,4.000000,5.000000,,0.8,2,.,.,0.000000,2.000000,,0.0,0,.,.,0.000000,0.000000,,
INDEL,I16_PLUS,*,ALL,*,QUAL,*,0.045872,0.833333,0.333333,0.086957,1,0,40298468,30776243.000000,0.000000,109,.,.,65.000000,32.000000,,2.03125,5,.,.,3.000000,2.000000,,1.5,104,.,.,62.000000,30.000000,,2.06666666667,9,.,.,5.000000,4.000000,,1.25,5,.,.,3.000000,2.000000,,1.5,1,.,.,1.000000,0.000000,,,3,.,.,1.000000,2.000000,,0.5
INDEL,I16_PLUS,*,PASS,*,QUAL,*,0.045872,0.833333,0.333333,0.086957,1,0,40298468,30776243.000000,0.000000,109,.,.,65.000000,32.000000,,2.03125,5,.,.,3.000000,2.000000,,1.5,104,.,.,62.000000,30.000000,,2.06666666667,9,.,.,5.000000,4.000000,,1.25,5,.,.,3.000000,2.000000,,1.5,1,.,.,1.000000,0.000000,,,3,.,.,1.000000,2.000000,,0.5
INDEL,I16_PLUS,TS_contained,ALL,*,QUAL,*,0.045872,0.833333,0.0,0.086957,1,0,30776243.000000,30776243.000000,0.000000,109,.,.,65.000000,32.000000,,2.03125,5,.,.,3.000000,2.000000,,1.5,104,.,.,62.000000,30.000000,,2.06666666667,6,.,.,4.000000,2.000000,,2.0,5,.,.,3.000000,2.000000,,1.5,1,.,.,1.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,I16_PLUS,TS_contained,PASS,*,QUAL,*,0.045872,0.833333,0.0,0.086957,1,0,30776243.000000,30776243.000000,0.000000,109,.,.,65.000000,32.000000,,2.03125,5,.,.,3.000000,2.000000,,1.5,104,.,.,62.000000,30.000000,,2.06666666667,6,.,.,4.000000,2.000000,,2.0,5,.,.,3.000000,2.000000,,1.5,1,.,.,1.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,I1_5,*,ALL,*,QUAL,*,0.043145,0.794872,0.257143,0.081848,24,2,40298468,30776243.000000,0.000000,2874,.,.,1546.000000,1087.000000,,1.42226310948,124,.,.,42.000000,81.000000,,0.518518518519,2750,.,.,1504.000000,1006.000000,,1.49502982107,210,.,.,66.000000,144.000000,,0.458333333333,124,.,.,43.000000,81.000000,,0.530864197531,32,.,.,3.000000,29.000000,,0.103448275862,54,.,.,20.000000,34.000000,,0.588235294118
INDEL,I1_5,*,PASS,*,QUAL,*,0.043145,0.794872,0.257143,0.081848,24,2,40298468,30776243.000000,0.000000,2874,.,.,1546.000000,1087.000000,,1.42226310948,124,.,.,42.000000,81.000000,,0.518518518519,2750,.,.,1504.000000,1006.000000,,1.49502982107,210,.,.,66.000000,144.000000,,0.458333333333,124,.,.,43.000000,81.000000,,0.530864197531,32,.,.,3.000000,29.000000,,0.103448275862,54,.,.,20.000000,34.000000,,0.588235294118
INDEL,I1_5,TS_contained,ALL,*,QUAL,*,0.043145,0.794872,0.0,0.081848,24,2,30776243.000000,30776243.000000,0.000000,2874,.,.,1546.000000,1087.000000,,1.42226310948,124,.,.,42.000000,81.000000,,0.518518518519,2750,.,.,1504.000000,1006.000000,,1.49502982107,156,.,.,46.000000,110.000000,,0.418181818182,124,.,.,43.000000,81.000000,,0.530864197531,32,.,.,3.000000,29.000000,,0.103448275862,0,.,.,0.000000,0.000000,,
INDEL,I1_5,TS_contained,PASS,*,QUAL,*,0.043145,0.794872,0.0,0.081848,24,2,30776243.000000,30776243.000000,0.000000,2874,.,.,1546.000000,1087.000000,,1.42226310948,124,.,.,42.000000,81.000000,,0.518518518519,2750,.,.,1504.000000,1006.000000,,1.49502982107,156,.,.,46.000000,110.000000,,0.418181818182,124,.,.,43.000000,81.000000,,0.530864197531,32,.,.,3.000000,29.000000,,0.103448275862,0,.,.,0.000000,0.000000,,
