Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,*,*,ALL,*,QUAL,*,0.011617,0.608,0.285714,0.022799,13,2,40298468,30776243.000000,0.000000,6542,.,.,3884.000000,2239.000000,,1.73470299241,76,.,.,34.000000,42.000000,,0.809523809524,6466,.,.,3850.000000,2197.000000,,1.75238962221,175,.,.,77.000000,98.000000,,0.785714285714,76,.,.,34.000000,42.000000,,0.809523809524,49,.,.,30.000000,19.000000,,1.57894736842,50,.,.,13.000000,37.000000,,0.351351351351
INDEL,*,*,PASS,*,QUAL,*,0.011617,0.608,0.285714,0.022799,13,2,40298468,30776243.000000,0.000000,6542,.,.,3884.000000,2239.000000,,1.73470299241,76,.,.,34.000000,42.000000,,0.809523809524,6466,.,.,3850.000000,2197.000000,,1.75238962221,175,.,.,77.000000,98.000000,,0.785714285714,76,.,.,34.000000,42.000000,,0.809523809524,49,.,.,30.000000,19.000000,,1.57894736842,50,.,.,13.000000,37.000000,,0.351351351351
INDEL,*,TS_contained,ALL,*,QUAL,*,0.011617,0.608,0.0,0.022799,13,2,30776243.000000,30776243.000000,0.000000,6542,.,.,3884.000000,2239.000000,,1.73470299241,76,.,.,34.000000,42.000000,,0.809523809524,6466,.,.,3850.000000,2197.000000,,1.75238962221,125,.,.,64.000000,61.000000,,1.04918032787,76,.,.,34.000000,42.000000,,0.809523809524,49,.,.,30.000000,19.000000,,1.57894736842,0,.,.,0.000000,0.000000,,
INDEL,*,TS_contained,PASS,*,QUAL,*,0.011617,0.608,0.0,0.022799,13,2,30776243.000000,30776243.000000,0.000000,6542,.,.,3884.000000,2239.000000,,1.73470299241,76,.,.,34.000000,42.000000,,0.809523809524,6466,.,.,3850.000000,2197.000000,,1.75238962221,125,.,.,64.000000,61.000000,,1.04918032787,76,.,.,34.000000,42.000000,,0.809523809524,49,.,.,30.000000,19.000000,,1.57894736842,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,40298468,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,40298468,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,TS_contained,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,30776243.000000,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,TS_contained,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,30776243.000000,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,40298468,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,40298468,30776243.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
